FREQ,Frequenza,REF_AREA,Territorio,DATA_TYPE,Indicatore,SOLD_PRODUCTS,Prodotti venduti,TIME_PERIOD,Osservazione,OBS_STATUS,'Stato dell"'osservazione'
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,CEREA,Cereali,2020,100,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,CEREA,Cereali,2021,132,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,CEREA,Cereali,2022,186.7,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,CEREA,Cereali,2023,145.5,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,CEREA,Cereali,2024,125.5,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,CROPUT,Prodotti vegetali,2020,100,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,CROPUT,Prodotti vegetali,2021,109.6,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,CROPUT,Prodotti vegetali,2022,129.5,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,CROPUT,Prodotti vegetali,2023,128.6,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,CROPUT,Prodotti vegetali,2024,130.4,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,CROPUTE,Prodotti vegetali (esclusi frutta e ortaggi),2020,100,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,CROPUTE,Prodotti vegetali (esclusi frutta e ortaggi),2021,111.6,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,CROPUTE,Prodotti vegetali (esclusi frutta e ortaggi),2022,136.3,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,CROPUTE,Prodotti vegetali (esclusi frutta e ortaggi),2023,127.7,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,CROPUTE,Prodotti vegetali (esclusi frutta e ortaggi),2024,128,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,WHEATSPEL,Frumento,2020,100,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,WHEATSPEL,Frumento,2021,131.1,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,WHEATSPEL,Frumento,2022,180.1,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,WHEATSPEL,Frumento,2023,138.1,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,WHEATSPEL,Frumento,2024,122,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,INDUSLCRO,Piante industriali,2020,100,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,INDUSLCRO,Piante industriali,2021,124.2,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,INDUSLCRO,Piante industriali,2022,142.2,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,INDUSLCRO,Piante industriali,2023,130.2,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,INDUSLCRO,Piante industriali,2024,126.3,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,FORAGANTS,Foraggere,2020,100,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,FORAGANTS,Foraggere,2021,119.6,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,FORAGANTS,Foraggere,2022,176.9,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,FORAGANTS,Foraggere,2023,165.3,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,FORAGANTS,Foraggere,2024,129.2,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,VEGETSAND,Ortaggi e prodotti orticoli,2020,100,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,VEGETSAND,Ortaggi e prodotti orticoli,2021,105.2,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,VEGETSAND,Ortaggi e prodotti orticoli,2022,125.2,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,VEGETSAND,Ortaggi e prodotti orticoli,2023,130.3,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,VEGETSAND,Ortaggi e prodotti orticoli,2024,138.6,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,FRESHETABL,Ortaggi freschi,2020,100,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,FRESHETABL,Ortaggi freschi,2021,104.3,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,FRESHETABL,Ortaggi freschi,2022,125.4,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,FRESHETABL,Ortaggi freschi,2023,131.7,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,FRESHETABL,Ortaggi freschi,2024,141,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,PLANTDFLO,Fiori e piante,2020,100,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,PLANTDFLO,Fiori e piante,2021,110,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,PLANTDFLO,Fiori e piante,2022,123.9,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,PLANTDFLO,Fiori e piante,2023,122.4,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,PLANTDFLO,Fiori e piante,2024,125.5,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,POTAT,Patate,2020,100,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,POTAT,Patate,2021,100.5,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,POTAT,Patate,2022,129.3,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,POTAT,Patate,2023,182.8,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,POTAT,Patate,2024,180.2,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,FRUIT,Frutta,2020,100,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,FRUIT,Frutta,2021,110.7,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,FRUIT,Frutta,2022,114.5,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,FRUIT,Frutta,2023,128.9,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,FRUIT,Frutta,2024,124.4,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,WINE,Vino,2020,100,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,WINE,Vino,2021,100.4,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,WINE,Vino,2022,108.1,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,WINE,Vino,2023,104.2,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,WINE,Vino,2024,112.5,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,OLIVE,'Olio d"'oliva',2020,100,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,OLIVE,'Olio d"'oliva',2021,110.9,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,OLIVE,'Olio d"'oliva',2022,125,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,OLIVE,'Olio d"'oliva',2023,159.9,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,OLIVE,'Olio d"'oliva',2024,206,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,ANIMATPUT,Animali e prodotti animali,2020,100,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,ANIMATPUT,Animali e prodotti animali,2021,104.5,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,ANIMATPUT,Animali e prodotti animali,2022,129.5,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,ANIMATPUT,Animali e prodotti animali,2023,138.4,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,ANIMATPUT,Animali e prodotti animali,2024,139.4,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,ANIMA,Animali,2020,100,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,ANIMA,Animali,2021,107,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,ANIMA,Animali,2022,131.6,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,ANIMA,Animali,2023,139.9,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,ANIMA,Animali,2024,137.7,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,CATTL,Bovini,2020,100,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,CATTL,Bovini,2021,103.9,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,CATTL,Bovini,2022,125.5,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,CATTL,Bovini,2023,130.7,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,CATTL,Bovini,2024,137.5,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,PIGS,Suini,2020,100,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,PIGS,Suini,2021,108.1,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,PIGS,Suini,2022,127.3,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,PIGS,Suini,2023,155.1,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,PIGS,Suini,2024,146.4,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,SHEEPGOAT,Ovini e caprini,2020,100,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,SHEEPGOAT,Ovini e caprini,2021,102.3,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,SHEEPGOAT,Ovini e caprini,2022,116.2,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,SHEEPGOAT,Ovini e caprini,2023,119.7,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,SHEEPGOAT,Ovini e caprini,2024,127.3,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,POULT,Pollame,2020,100,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,POULT,Pollame,2021,109.8,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,POULT,Pollame,2022,147.7,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,POULT,Pollame,2023,136.2,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,POULT,Pollame,2024,128.5,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,ANIMAODUCT,Prodotti animali,2020,100,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,ANIMAODUCT,Prodotti animali,2021,101.1,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,ANIMAODUCT,Prodotti animali,2022,126.6,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,ANIMAODUCT,Prodotti animali,2023,136.4,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,ANIMAODUCT,Prodotti animali,2024,141.9,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,TOTAGRICOUT_NOFV,Indice generale (esclusi frutta e ortaggi),2020,100,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,TOTAGRICOUT_NOFV,Indice generale (esclusi frutta e ortaggi),2021,108.2,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,TOTAGRICOUT_NOFV,Indice generale (esclusi frutta e ortaggi),2022,133,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,TOTAGRICOUT_NOFV,Indice generale (esclusi frutta e ortaggi),2023,132.9,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,TOTAGRICOUT_NOFV,Indice generale (esclusi frutta e ortaggi),2024,133.5,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,TOTAGRICOUT,Indice generale beni e servizi prodotti,2020,100,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,TOTAGRICOUT,Indice generale beni e servizi prodotti,2021,107.9,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,TOTAGRICOUT,Indice generale beni e servizi prodotti,2022,129.5,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,TOTAGRICOUT,Indice generale beni e servizi prodotti,2023,132,,
A,Annuale,IT,Italia,78,Indice dei prezzi alla produzione dei prodotti venduti dagli agricoltori (base 2020=100) - medie annue,TOTAGRICOUT,Indice generale beni e servizi prodotti,2024,133.5,,
